,Genome Name,species,antibiotic,resistance
1133,Klebsiella pneumoniae strain MRSN583114,Klebsiella pneumoniae,nitrofurantoin,Resistant
1134,Klebsiella pneumoniae strain MRSN614201,Klebsiella pneumoniae,ertapenem,Susceptible
1135,Klebsiella pneumoniae strain MRSN676980,Klebsiella pneumoniae,imipenem,Susceptible
1136,Klebsiella pneumoniae strain MRSN430414,Klebsiella pneumoniae,ertapenem,Susceptible
1137,Klebsiella pneumoniae strain MRSN546733,Klebsiella pneumoniae,cefepime,Resistant
1138,Staphylococcus aureus strain 0927,Staphylococcus aureus,tetracycline,Resistant
1139,Shigella sonnei strain 149199,Shigella sonnei,cefotaxime,Susceptible
1140,Klebsiella pneumoniae strain MRSN599975,Klebsiella pneumoniae,cefotaxime,Resistant
1141,Klebsiella pneumoniae strain CVUAS 11213,Klebsiella pneumoniae,ertapenem,Susceptible
1142,Staphylococcus aureus strain 23/11-14 HW,Staphylococcus aureus,trimethoprim/sulfamethoxazole,Susceptible
1143,Streptococcus pneumoniae strain S326,Streptococcus pneumoniae,trimethoprim_sulfamethoxazole,Susceptible
1144,Klebsiella pneumoniae strain P707-1,Klebsiella pneumoniae,piperacillin_tazobactam,Resistant
1145,Klebsiella pneumoniae strain PN104,Klebsiella pneumoniae,piperacillin/tazobactam,Susceptible
1146,Staphylococcus aureus strain 60563-9-3,Staphylococcus aureus,clindamycin,Susceptible
1147,Staphylococcus aureus strain GHA/LAMRSA/2016/8,Staphylococcus aureus,gentamicin,Resistant
1148,Shigella sonnei strain 170442,Shigella sonnei,azithromycin,Susceptible
1149,Staphylococcus aureus strain SP88b,Staphylococcus aureus,trimethoprim_sulfamethoxazole,Susceptible
1150,Shigella sonnei strain 149258,Shigella sonnei,azithromycin,Susceptible
1151,Shigella sonnei strain 189256,Shigella sonnei,chloramphenicol,Susceptible
1152,Klebsiella pneumoniae strain MRSN672476,Klebsiella pneumoniae,ampicillin,Resistant
1153,Mycobacterium tuberculosis variant microti OV254 strain Mycobacterium microti OV254,Mycobacterium tuberculosis,isoniazid,Susceptible
1154,Streptococcus pneumoniae strain S517,Streptococcus pneumoniae,erythromycin,Resistant
1155,Klebsiella pneumoniae strain MRSN583114,Klebsiella pneumoniae,ertapenem,Susceptible
1156,Shigella sonnei strain 19911483_1361377,Shigella sonnei,ampicillin,Resistant
1157,Shigella sonnei strain 191890,Shigella sonnei,ampicillin,Susceptible
1158,Shigella sonnei strain 201535,Shigella sonnei,gentamicin,Resistant
1159,Klebsiella pneumoniae strain OD29B,Klebsiella pneumoniae,levofloxacin,Resistant
1160,Pseudomonas aeruginosa strain QZPH16,Pseudomonas aeruginosa,levofloxacin,Resistant
1161,Klebsiella pneumoniae strain MRSN736213,Klebsiella pneumoniae,ceftolozane-tazobactam,Susceptible
1162,Shigella sonnei strain 159706,Shigella sonnei,ampicillin,Resistant
1163,Shigella sonnei strain 209721,Shigella sonnei,sulfonamides,Susceptible
1164,Staphylococcus aureus strain 27/4-5 BHC,Staphylococcus aureus,ciprofloxacin,Susceptible
1165,Shigella sonnei strain 206675,Shigella sonnei,ampicillin,Susceptible
1166,Klebsiella pneumoniae strain KP18-41,Klebsiella pneumoniae,aztreonam,Susceptible
1167,Klebsiella pneumoniae strain SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245),Klebsiella pneumoniae,levofloxacin,Susceptible
1168,Shigella sonnei strain 155588,Shigella sonnei,gentamicin,Resistant
1169,Klebsiella pneumoniae strain P30-66,Klebsiella pneumoniae,aztreonam,Resistant
1171,Klebsiella pneumoniae strain preta,Klebsiella pneumoniae,cefepime,Resistant
1172,Pseudomonas aeruginosa strain SCAID TST-2021 (7/157) strain SCAID TST-2021 (7/157) strain SCAID TST-2021 (7/157),Pseudomonas aeruginosa,amoxicillin,Resistant
1173,Staphylococcus aureus strain SP98,Staphylococcus aureus,clindamycin,Susceptible
1174,Shigella sonnei strain 176235,Shigella sonnei,chloramphenicol,Susceptible
1175,Klebsiella pneumoniae strain Kp5168,Klebsiella pneumoniae,ertapenem,Resistant
1176,Klebsiella pneumoniae strain MRSN28880,Klebsiella pneumoniae,imipenem,Susceptible
1177,Klebsiella pneumoniae strain MRSN25112,Klebsiella pneumoniae,aztreonam,Susceptible
1178,Shigella sonnei strain 149258,Shigella sonnei,trimethoprim,Resistant
1179,Shigella sonnei strain 188380,Shigella sonnei,cefoxitin,Resistant
1180,Shigella sonnei strain 168323,Shigella sonnei,amikacin,Resistant
1181,Shigella sonnei strain 206716,Shigella sonnei,cefpirome,Susceptible
1182,Shigella sonnei strain 206717,Shigella sonnei,amikacin,Resistant
1183,Klebsiella pneumoniae strain CVUAS 10089.2,Klebsiella pneumoniae,cefepime,Susceptible
1184,Klebsiella pneumoniae strain SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245),Klebsiella pneumoniae,aztreonam,Susceptible
1185,Shigella sonnei strain 185943,Shigella sonnei,nalidixic acid,Susceptible
1186,Klebsiella pneumoniae strain MRSN19073,Klebsiella pneumoniae,cefpodoxime,Resistant
1187,Klebsiella pneumoniae strain MRSN583141,Klebsiella pneumoniae,ampicillin,Resistant
1188,Klebsiella pneumoniae strain MRSN572640,Klebsiella pneumoniae,gentamicin,Susceptible
1189,Staphylococcus aureus strain 12493-2-2,Staphylococcus aureus,gentamicin,Susceptible
1190,Shigella sonnei strain 180542,Shigella sonnei,cefpirome,Susceptible
1191,Klebsiella pneumoniae strain GF48B,Klebsiella pneumoniae,ciprofloxacin,Resistant
1192,Shigella sonnei strain 161911,Shigella sonnei,tetracycline,Resistant
1193,Klebsiella pneumoniae strain PN95,Klebsiella pneumoniae,levofloxacin,Susceptible
1194,Klebsiella pneumoniae strain MRSN13748,Klebsiella pneumoniae,moxifloxacin,Resistant
1195,Klebsiella pneumoniae strain KZN_INI_KINF_28,Klebsiella pneumoniae,trimethoprim/sulfamethoxazole,Resistant
1196,Shigella sonnei strain 192921,Shigella sonnei,trimethoprim,Resistant
1197,Shigella sonnei strain 164682,Shigella sonnei,chloramphenicol,Susceptible
1198,Klebsiella pneumoniae strain MRSN731029,Klebsiella pneumoniae,tobramycin,Susceptible
1199,Shigella sonnei strain 184495,Shigella sonnei,amikacin,Resistant
1200,Shigella sonnei strain 185943,Shigella sonnei,cefpirome,Susceptible
1201,Shigella sonnei strain 178631,Shigella sonnei,nalidixic acid,Susceptible
1202,Staphylococcus epidermidis strain SCAID OTT1-2021 (597) strain SCAID OTT1-2021 (597) strain SCAID OTT1-2021 (597),Staphylococcus epidermidis,amikacin,Susceptible
1203,Klebsiella pneumoniae strain MRSN560539,Klebsiella pneumoniae,cefazolin,Resistant
1204,Shigella sonnei strain 149257,Shigella sonnei,trimethoprim,Resistant
1205,Shigella sonnei strain 154832,Shigella sonnei,ceftazidime,Susceptible
1206,Staphylococcus aureus strain 41103371,Staphylococcus aureus,clindamycin,Susceptible
1207,Shigella sonnei strain 207585,Shigella sonnei,cefotaxime,Resistant
1208,Shigella sonnei strain 161936,Shigella sonnei,cefoxitin,Susceptible
1209,Shigella sonnei strain 184495,Shigella sonnei,ertapenem,Susceptible
1210,Shigella sonnei strain 207511,Shigella sonnei,sulfonamides,Resistant
1211,Klebsiella pneumoniae strain KP18-2172,Klebsiella pneumoniae,levofloxacin,Resistant
1212,Klebsiella pneumoniae strain WHC31,Klebsiella pneumoniae,imipenem,Susceptible
1213,Klebsiella pneumoniae strain MRSN613682,Klebsiella pneumoniae,gentamicin,Resistant
1214,Klebsiella pneumoniae strain WHC1,Klebsiella pneumoniae,aztreonam,Resistant
1215,Klebsiella pneumoniae strain P30-75,Klebsiella pneumoniae,cefepime,Resistant
1216,Klebsiella pneumoniae strain WHC21,Klebsiella pneumoniae,tobramycin,Susceptible
1217,Staphylococcus aureus strain SA9,Staphylococcus aureus,gentamicin,Resistant
1218,Klebsiella pneumoniae strain MRSN25947,Klebsiella pneumoniae,imipenem,Susceptible
1219,Shigella sonnei strain 190572,Shigella sonnei,cefpirome,Susceptible
1220,Shigella sonnei strain 155597,Shigella sonnei,cefpirome,Susceptible
1221,Klebsiella pneumoniae strain C14_15_09Ph,Klebsiella pneumoniae,meropenem,Susceptible
1222,Shigella sonnei strain 171146,Shigella sonnei,cefotaxime,Resistant
1223,Klebsiella pneumoniae strain MRSN374613,Klebsiella pneumoniae,tigecycline,Susceptible
1224,Klebsiella pneumoniae strain MRSN750877,Klebsiella pneumoniae,tigecycline,Susceptible
1225,Klebsiella pneumoniae strain MRSN517281,Klebsiella pneumoniae,cefotetan,Resistant
1226,Staphylococcus aureus strain NAS_OP_146,Staphylococcus aureus,ciprofloxacin,Resistant
1227,Shigella sonnei strain 185433,Shigella sonnei,ceftazidime,Susceptible
1228,Klebsiella pneumoniae strain Kp5168,Klebsiella pneumoniae,tetracycline,Resistant
1229,Staphylococcus aureus strain 21608872,Staphylococcus aureus,clindamycin,Susceptible
1230,Staphylococcus aureus strain 60563-11-4,Staphylococcus aureus,penicillin,Susceptible
1231,Klebsiella pneumoniae strain MRSN27778,Klebsiella pneumoniae,tigecycline,Susceptible
1232,Shigella sonnei strain 178863,Shigella sonnei,azithromycin,Susceptible
1233,Klebsiella pneumoniae strain MRSN6031,Klebsiella pneumoniae,tetracycline,Resistant
1234,Shigella sonnei strain 161916,Shigella sonnei,cefpirome,Susceptible
1235,Klebsiella pneumoniae strain 2019_OU_BfR0017,Klebsiella pneumoniae,cefoxitin,Susceptible
1236,Klebsiella pneumoniae strain KZN_INI_KINF_24,Klebsiella pneumoniae,gentamicin,Susceptible
1237,Klebsiella pneumoniae strain MRSN6031,Klebsiella pneumoniae,nitrofurantoin,Resistant
1238,Shigella sonnei strain 172388,Shigella sonnei,gentamicin,Susceptible
1239,Klebsiella pneumoniae strain M297-1,Klebsiella pneumoniae,tobramycin,Resistant
1240,Klebsiella pneumoniae strain P4,Klebsiella pneumoniae,levofloxacin,Susceptible
1241,Klebsiella pneumoniae strain WHC31,Klebsiella pneumoniae,cefoxitin,Susceptible
1242,Klebsiella pneumoniae strain K6310,Klebsiella pneumoniae,meropenem,Susceptible
1243,Staphylococcus aureus strain 73078_3,Staphylococcus aureus,trimethoprim_sulfamethoxazole,Susceptible
1244,Streptococcus pneumoniae strain S440,Streptococcus pneumoniae,beta-lactam,Resistant
1245,Klebsiella pneumoniae subsp. pneumoniae strain NCTC7761,Klebsiella pneumoniae,ertapenem,Susceptible
1246,Shigella sonnei strain 190571,Shigella sonnei,trimethoprim,Resistant
1247,Staphylococcus aureus strain GHA/LAMRSA/2016/13,Staphylococcus aureus,methicillin,Susceptible
1248,Streptococcus pneumoniae strain S312,Streptococcus pneumoniae,beta-lactam,Resistant
1249,Klebsiella pneumoniae strain MRSN401050,Klebsiella pneumoniae,cefoxitin,Susceptible
1250,Klebsiella pneumoniae strain MRSN13748,Klebsiella pneumoniae,tetracycline,Resistant
1251,Klebsiella pneumoniae strain SCAID TST1-2021 (15/226) strain SCAID TST1-2021 (15/226) strain SCAID TST1-2021 (15/226),Klebsiella pneumoniae,ceftriaxone,Susceptible
1252,Shigella sonnei strain 197095,Shigella sonnei,cefotaxime,Susceptible
1253,Shigella sonnei strain 182822,Shigella sonnei,azithromycin,Susceptible
1254,Pseudomonas aeruginosa strain FAHZU31,Pseudomonas aeruginosa,levofloxacin,Susceptible
1255,Staphylococcus aureus strain 99634_23,Staphylococcus aureus,penicillin,Resistant
1256,Klebsiella pneumoniae strain MRSN513382,Klebsiella pneumoniae,levofloxacin,Susceptible
1257,Klebsiella pneumoniae strain MRSN516635,Klebsiella pneumoniae,meropenem,Susceptible
1258,Shigella sonnei strain 166180,Shigella sonnei,gentamicin,Resistant
1259,Klebsiella pneumoniae strain MRSN518712,Klebsiella pneumoniae,ceftriaxone,Resistant
1260,Staphylococcus aureus strain MR56,Staphylococcus aureus,gentamicin,Susceptible
1261,Escherichia coli strain SCAID URN1-2021 (19/278) strain SCAID URN1-2021 (19/278) strain SCAID URN1-2021 (19/278),Escherichia coli,amoxicillin,Resistant
1262,Klebsiella pneumoniae strain KP18-2113,Klebsiella pneumoniae,ertapenem,Susceptible
1263,Klebsiella pneumoniae strain MRSN515432,Klebsiella pneumoniae,cefpodoxime,Resistant
1264,Staphylococcus aureus strain 30412_155F202,Staphylococcus aureus,clindamycin,Susceptible
1265,Mycobacterium tuberculosis variant microti strain Mycobacterium microti ATCC 35782,Mycobacterium tuberculosis,capreomycin,Susceptible
1266,Staphylococcus aureus strain 73078_8,Staphylococcus aureus,methicillin,Susceptible
1267,Klebsiella pneumoniae strain MRSN676980,Klebsiella pneumoniae,cefazolin,Susceptible
1268,Shigella sonnei strain 155588,Shigella sonnei,ceftazidime,Resistant
1269,Shigella sonnei strain 186560,Shigella sonnei,amikacin,Resistant
1270,Staphylococcus aureus strain SCAID WND1-2021 (598) strain SCAID WND1-2021 (598) strain SCAID WND1-2021 (598),Staphylococcus aureus,tobramycin,Susceptible
1271,Klebsiella pneumoniae strain MRSN22232,Klebsiella pneumoniae,trimethoprim_sulfamethoxazole,Resistant
1272,Shigella sonnei strain 203679,Shigella sonnei,amikacin,Resistant
1273,Shigella sonnei strain 188347,Shigella sonnei,ceftazidime,Susceptible
1274,Klebsiella pneumoniae strain KZN_INI_KINF_22,Klebsiella pneumoniae,trimethoprim,Resistant
1275,Staphylococcus aureus strain 18/1-D BHC,Staphylococcus aureus,penicillin,Susceptible
1276,Shigella sonnei strain 173529,Shigella sonnei,amikacin,Resistant
1277,Staphylococcus aureus strain SCAID WND1-2021 (598) strain SCAID WND1-2021 (598) strain SCAID WND1-2021 (598),Staphylococcus aureus,oxacillin,Susceptible
1278,Shigella sonnei strain 209682,Shigella sonnei,chloramphenicol,Susceptible
1279,Klebsiella pneumoniae strain KCJ2K2161,Klebsiella pneumoniae,cefoxitin,Susceptible
1280,Shigella sonnei strain 175550,Shigella sonnei,tetracycline,Resistant
1281,Staphylococcus aureus strain 75075_1_1,Staphylococcus aureus,ciprofloxacin,Susceptible
1282,Klebsiella pneumoniae strain MRSN581745,Klebsiella pneumoniae,cefoxitin,Susceptible
1283,Mycobacterium tuberculosis strain OMICS/BPL/0044/19/SP,Mycobacterium tuberculosis,isoniazid,Susceptible
1284,Shigella sonnei strain 149199,Shigella sonnei,azithromycin,Susceptible
1285,Shigella sonnei strain 199912,Shigella sonnei,ceftazidime,Resistant
1286,Shigella sonnei strain 202271,Shigella sonnei,cefoxitin,Resistant
1287,Shigella sonnei strain 190613,Shigella sonnei,tetracycline,Resistant
1288,Shigella sonnei strain 158941,Shigella sonnei,ertapenem,Susceptible
1289,Shigella sonnei strain 182825,Shigella sonnei,ertapenem,Resistant
1290,Klebsiella pneumoniae strain Q1448,Klebsiella pneumoniae,ciprofloxacin,Susceptible
1291,Shigella sonnei strain 161913,Shigella sonnei,temocillin,Resistant
1292,Shigella sonnei strain 199912,Shigella sonnei,tetracycline,Susceptible
1293,Klebsiella pneumoniae strain SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245),Klebsiella pneumoniae,oxacillin,Resistant
1294,Klebsiella pneumoniae strain MRSN14444,Klebsiella pneumoniae,cephalothin,Susceptible
1295,Shigella sonnei strain 182822,Shigella sonnei,gentamicin,Resistant
1296,Streptococcus pneumoniae strain NCTC7978,Streptococcus pneumoniae,tetracycline,Susceptible
1297,Shigella sonnei strain 203384,Shigella sonnei,nalidixic acid,Resistant
1298,Shigella sonnei strain 149269,Shigella sonnei,sulfonamides,Resistant
1299,Klebsiella pneumoniae strain MRSN366562,Klebsiella pneumoniae,piperacillin_tazobactam,Susceptible
1300,Klebsiella pneumoniae strain MRSN742743,Klebsiella pneumoniae,cefuroxime,Susceptible
1301,Shigella sonnei strain 197088,Shigella sonnei,streptomycin,Resistant
1302,Shigella sonnei strain 178951,Shigella sonnei,sulfonamides,Susceptible
1303,Klebsiella pneumoniae strain MRSN28887,Klebsiella pneumoniae,ertapenem,Susceptible
1304,Klebsiella pneumoniae strain MRSN562722,Klebsiella pneumoniae,cefepime,Susceptible
1305,Shigella sonnei strain 181984,Shigella sonnei,cefpirome,Resistant
1306,Klebsiella pneumoniae strain P30-75,Klebsiella pneumoniae,gentamicin,Resistant
1307,Klebsiella pneumoniae strain K6592,Klebsiella pneumoniae,ertapenem,Susceptible
1308,Staphylococcus aureus strain 27197_175F322,Staphylococcus aureus,ciprofloxacin,Susceptible
1309,Staphylococcus aureus strain muCC8c,Staphylococcus aureus,ciprofloxacin,Susceptible
1310,Shigella sonnei strain 203686,Shigella sonnei,chloramphenicol,Susceptible
1311,Klebsiella pneumoniae strain MRSN582610,Klebsiella pneumoniae,ertapenem,Susceptible
1312,Shigella sonnei strain 195632,Shigella sonnei,ceftazidime,Susceptible
1313,Shigella sonnei strain 167014,Shigella sonnei,tobramycin,Resistant
1314,Klebsiella pneumoniae strain MRSN742743,Klebsiella pneumoniae,cefpodoxime,Susceptible
1315,Klebsiella pneumoniae strain 290,Klebsiella pneumoniae,trimethoprim_sulfamethoxazole,Susceptible
1316,Shigella sonnei strain 154837,Shigella sonnei,ceftazidime,Resistant
1317,Shigella sonnei strain 183599,Shigella sonnei,ampicillin,Resistant
1318,Klebsiella pneumoniae strain MRSN761403,Klebsiella pneumoniae,cefoxitin,Resistant
1319,Staphylococcus aureus strain 30408_155F165,Staphylococcus aureus,clindamycin,Susceptible
1320,Klebsiella pneumoniae strain BK-170,Klebsiella pneumoniae,meropenem,Susceptible
1321,Klebsiella pneumoniae strain MRSN560539,Klebsiella pneumoniae,imipenem,Resistant
1322,Staphylococcus aureus strain HL25870,Staphylococcus aureus,trimethoprim_sulfamethoxazole,Susceptible
1323,Shigella sonnei strain 194199,Shigella sonnei,cefotaxime,Susceptible
1324,Shigella sonnei strain 185886,Shigella sonnei,tetracycline,Susceptible
1325,Klebsiella pneumoniae strain MRSN572640,Klebsiella pneumoniae,amikacin,Susceptible
1326,Staphylococcus aureus strain AR39_O1_merpol,Staphylococcus aureus,ciprofloxacin,Susceptible
1327,Staphylococcus aureus strain 60563-11-2,Staphylococcus aureus,trimethoprim_sulfamethoxazole,Susceptible
1328,Shigella sonnei strain 181982,Shigella sonnei,tetracycline,Resistant
1329,Klebsiella pneumoniae strain MRSN539414,Klebsiella pneumoniae,tetracycline,Resistant
1330,Shigella sonnei strain 209957,Shigella sonnei,trimethoprim,Resistant
1331,Shigella sonnei strain 158935,Shigella sonnei,ciprofloxacin,Resistant
1332,Shigella sonnei strain 178625,Shigella sonnei,amikacin,Susceptible
1333,Shigella sonnei strain 175605,Shigella sonnei,tetracycline,Resistant
1334,Shigella sonnei strain 149200,Shigella sonnei,tetracycline,Resistant
1335,Shigella sonnei strain 152347,Shigella sonnei,sulfonamides,Resistant
1336,Klebsiella pneumoniae strain 256,Klebsiella pneumoniae,tobramycin,Susceptible
1337,Shigella sonnei strain 185943,Shigella sonnei,tobramycin,Resistant
1338,Shigella sonnei strain 191891,Shigella sonnei,ciprofloxacin,Susceptible
1339,Shigella sonnei strain 183639,Shigella sonnei,tetracycline,Resistant
1340,Klebsiella pneumoniae strain KE9520,Klebsiella pneumoniae,ciprofloxacin,Resistant
1341,Klebsiella pneumoniae strain KZN_INI_KINF_91,Klebsiella pneumoniae,imipenem,Resistant
1342,Staphylococcus aureus strain 13420,Staphylococcus aureus,penicillin,Resistant
1343,Klebsiella pneumoniae subsp. pneumoniae strain NCTC7761,Klebsiella pneumoniae,cefepime,Susceptible
1344,Staphylococcus aureus strain 31000024,Staphylococcus aureus,gentamicin,Susceptible
1345,Staphylococcus aureus strain 60563-11-2,Staphylococcus aureus,penicillin,Susceptible
